System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
143 2000.00 1087.96 100.000000 0.1148753261632881 0.130566 -1282797.898565 236.613832 34.412813 122.019194 -85.358584 1448.086250 -10.498 -10.498 2.556674 2.958338 2.757 n/a n/a
144 2000.00 1085.96 100.000000 0.1118744184981984 0.127510 -1283148.152588 236.356314 34.402567 121.915683 -84.860122 1442.375462 -10.550 -10.550 2.550333 2.958850 2.773 n/a n/a
145 2000.00 1083.96 100.000000 0.1090085353630081 0.124584 -1283493.290042 236.102184 34.392701 121.816147 -84.380375 1436.909783 -10.600 -10.600 2.544097 2.959324 2.788 n/a n/a
146 2000.00 1081.96 100.000000 0.1062699996651165 0.121781 -1283833.608153 235.851233 34.383191 121.720332 -83.918376 1431.674144 -10.650 -10.650 2.537966 2.959765 2.803 n/a n/a
147 2000.00 1079.97 100.000000 0.1036514921795435 0.119095 -1284169.389006 235.603263 34.374014 121.627999 -83.473191 1426.654196 -10.700 -10.700 2.531939 2.960175 2.818 n/a n/a
148 2000.00 1077.97 100.000000 0.1011460788138479 0.116519 -1284500.898790 235.358085 34.365148 121.538922 -83.043933 1421.836379 -10.749 -10.749 2.526015 2.960557 2.831 n/a n/a
149 2000.00 1075.97 100.000000 0.0987472211556423 0.114046 -1284828.387645 235.115522 34.356574 121.452892 -82.629756 1417.207952 -10.797 -10.797 2.520191 2.960914 2.844 n/a n/a
150 2000.00 1073.97 100.000000 0.0964487752187373 0.111672 -1285152.089907 234.875408 34.348274 121.369713 -82.229860 1412.756988 -10.844 -10.844 2.514465 2.961248 2.857 n/a n/a
151 2000.00 1071.97 100.000000 0.0942449821365501 0.109391 -1285472.224623 234.637587 34.340230 121.289203 -81.843490 1408.472359 -10.891 -10.891 2.508835 2.961561 2.868 n/a n/a
152 2000.00 1069.97 100.000000 0.0921304535885226 0.107198 -1285788.996248 234.401915 34.332427 121.211192 -81.469936 1404.343702 -10.937 -10.937 2.503298 2.961855 2.880 n/a n/a
153 2000.00 1067.97 100.000000 0.0900043170446803 0.104988 -1286105.124499 234.166371 34.324559 121.131453 -81.091257 1400.186143 -10.983 -10.983 2.497577 2.962139 2.893 n/a n/a
154 2000.00 1065.97 100.000000 0.0878868684802870 0.102783 -1286420.057981 233.931367 34.316688 121.050845 -80.711138 1396.036815 -11.029 -11.029 2.491718 2.962413 2.908 n/a n/a
155 2000.00 1063.97 100.000000 0.0858606303397773 0.100668 -1286731.658217 233.698504 34.309066 120.972916 -80.344637 1392.046279 -11.074 -11.074 2.485962 2.962671 2.922 n/a n/a
156 2000.00 1061.97 100.000000 0.0839198731192578 0.098638 -1287040.133745 233.467630 34.301676 120.897479 -79.990946 1388.203679 -11.118 -11.118 2.480304 2.962913 2.936 n/a n/a
157 2000.00 1059.97 100.000000 0.0820593240603431 0.096688 -1287345.676268 233.238609 34.294503 120.824362 -79.649321 1384.499078 -11.162 -11.162 2.474742 2.963142 2.949 n/a n/a
158 2000.00 1057.97 100.000000 0.0802741258166952 0.094814 -1287648.462207 233.011314 34.287534 120.753408 -79.319072 1380.923372 -11.205 -11.205 2.469272 2.963358 2.961 n/a n/a
159 2000.00 1055.98 100.000000 0.0785486419810695 0.092997 -1287949.390534 232.785073 34.280483 120.684467 -78.995358 1377.480741 -11.248 -11.248 2.463899 2.963581 2.973 n/a n/a
160 2000.00 1053.98 100.000000 0.0768243498640039 0.091172 -1288252.250670 232.557038 34.271983 120.617385 -78.656933 1374.228073 -11.290 -11.290 2.458663 2.963898 2.979 n/a n/a
161 2000.00 1051.98 100.000000 0.0751655677875678 0.089413 -1288552.713812 232.330466 34.263677 120.552100 -78.328831 1371.083928 -11.332 -11.332 2.453500 2.964206 2.986 n/a n/a
162 2000.00 1049.98 100.000000 0.0735685076347602 0.087716 -1288850.916042 232.105260 34.255550 120.488498 -78.010476 1368.041507 -11.374 -11.374 2.448406 2.964505 2.991 n/a n/a
163 2000.00 1047.98 100.000000 0.0720296684327140 0.086078 -1289146.983115 231.881328 34.247593 120.426472 -77.701334 1365.094558 -11.414 -11.414 2.443378 2.964796 2.996 n/a n/a
164 2000.00 1045.98 100.000000 0.0705458098119151 0.084495 -1289441.031417 231.658586 34.239796 120.365923 -77.400912 1362.237324 -11.455 -11.455 2.438414 2.965079 3.001 n/a n/a
165 2000.00 1043.98 100.000000 0.0691139282866410 0.082966 -1289733.168818 231.436956 34.232148 120.306762 -77.108748 1359.464495 -11.495 -11.495 2.433511 2.965355 3.005 n/a n/a
166 2000.00 1041.98 100.000000 0.0677312360307723 0.081486 -1290023.495428 231.216365 34.224642 120.248905 -76.824415 1356.771166 -11.534 -11.534 2.428666 2.965626 3.008 n/a n/a
167 2000.00 1039.98 100.000000 0.0663951418563994 0.080053 -1290312.104284 230.996746 34.217269 120.192274 -76.547514 1354.152799 -11.573 -11.573 2.423878 2.965891 3.011 n/a n/a
168 2000.00 1037.98 100.000000 0.0651032341481272 0.078666 -1290599.081961 230.778035 34.210022 120.136798 -76.277673 1351.605191 -11.612 -11.612 2.419144 2.966151 3.014 n/a n/a
169 2000.00 1035.98 100.000000 0.0638532655250339 0.077321 -1290884.509125 230.560174 34.202895 120.082412 -76.014544 1349.124442 -11.650 -11.650 2.414463 2.966406 3.016 n/a n/a
170 2000.00 1033.99 100.000000 0.0626431390360092 0.076017 -1291168.461022 230.343108 34.195880 120.029052 -75.757804 1346.706929 -11.687 -11.687 2.409831 2.966657 3.017 n/a n/a
171 2000.00 1031.99 100.000000 0.0614708957183950 0.074752 -1291451.007931 230.126785 34.188973 119.976662 -75.507147 1344.349283 -11.725 -11.725 2.405248 2.966905 3.019 n/a n/a
172 2000.00 1029.99 100.000000 0.0603347033659690 0.073524 -1291732.215561 229.911158 34.182166 119.925189 -75.262288 1342.048367 -11.762 -11.762 2.400711 2.967149 3.019 n/a n/a
173 2000.00 1027.99 100.000000 0.0592328463727772 0.072331 -1292012.145420 229.696181 34.175456 119.874583 -75.022961 1339.801255 -11.799 -11.799 2.396219 2.967390 3.019 n/a n/a
174 2000.00 1025.99 100.000000 0.0581637165396888 0.071171 -1292290.855143 229.481812 34.168838 119.824796 -74.788913 1337.605213 -11.835 -11.835 2.391771 2.967628 3.019 n/a n/a
175 2000.00 1023.99 100.000000 0.0571258047345857 0.070043 -1292568.398787 229.268010 34.162307 119.775787 -74.559909 1335.457689 -11.871 -11.871 2.387363 2.967863 3.019 n/a n/a
176 2000.00 1021.99 100.000000 0.0561176759794935 0.068946 -1292845.341409 229.054343 34.155843 120.013970 -74.368572 1341.876800 -11.907 -11.907 2.382996 2.968097 3.018 n/a n/a
177 2000.00 1019.99 100.000000 0.0551379732568252 0.067879 -1293121.279125 228.841123 34.149456 119.967453 -74.149089 1339.850850 -11.942 -11.942 2.378667 2.968330 3.016 n/a n/a
178 2000.00 1017.99 100.000000 0.0541854439813343 0.066839 -1293396.198415 228.628360 34.143145 119.921594 -73.934013 1337.866526 -11.978 -11.978 2.374376 2.968560 3.014 n/a n/a
179 2000.00 1015.99 100.000000 0.0532589082679238 0.065826 -1293670.141406 228.416025 34.136906 119.876360 -73.723157 1335.921879 -12.013 -12.013 2.370120 2.968789 3.012 n/a n/a
180 2000.00 1013.99 100.000000 0.0523572534893273 0.064839 -1293943.147794 228.204087 34.130736 119.831720 -73.516345 1334.015078 -12.047 -12.047 2.365899 2.969016 3.009 n/a n/a
181 2000.00 1011.99 100.000000 0.0514794295077470 0.063876 -1294215.255014 227.992519 34.124631 119.787645 -73.313412 1332.144401 -12.082 -12.082 2.361710 2.969241 3.006 n/a n/a
182 2000.00 1010.00 100.000000 0.0506244443102351 0.062937 -1294486.498400 227.781294 34.118589 119.744109 -73.114201 1330.308229 -12.116 -12.116 2.357554 2.969466 3.003 n/a n/a
183 2000.00 1008.00 100.000000 0.0497913600056799 0.062021 -1294756.911328 227.570388 34.112608 119.701085 -72.918562 1328.505033 -12.150 -12.150 2.353428 2.969688 2.999 n/a n/a
184 2000.00 1006.00 100.000000 0.0489804968660902 0.061128 -1295027.175840 227.359267 34.106517 119.658556 -72.726236 1326.748605 -12.182 -12.182 2.349348 2.969925 2.995 n/a n/a
185 2000.00 1004.00 100.000000 0.0481952502148985 0.060262 -1295299.740145 227.146018 34.099700 119.616526 -72.536635 1325.093386 -12.205 -12.205 2.345370 2.970233 2.990 n/a n/a
186 2000.00 1002.00 100.000000 0.0474287816687543 0.059415 -1295571.460094 226.933096 34.092979 119.574947 -72.350201 1323.463277 -12.228 -12.228 2.341413 2.970535 2.984 n/a n/a
187 2000.00 1000.00 100.000000 0.0466803761489723 0.058588 -1295842.364630 226.720480 34.086351 119.533799 -72.166814 1321.857159 -12.251 -12.251 2.337479 2.970832 2.979 n/a n/a
